Content,handle
"Cuomo and Mamdani are two sides of the same disaster. Cuomo destroyed lives, lied to New Yorkers, and left our city less safe. Mamdani wants to finish the job. We’re not going back. Vote Curtis: ",Curtis Sliwa
Ok,Curtis Sliwa
"A dispatch from the Upper East Side.

Across the five boroughs, tens of thousands of volunteers are meeting their neighbors, building community, and winning this election, one door at a time.",Zohran Mamdani
"While campaigning today, I visited East Harlem city-funded injection site, that has plagued a neighborhood struggling for years. 

Many of the people who advocate for such a site, don't live in the neighborhoods that they're placed in. The drug users rob local businesses to feed",Curtis Sliwa
"We’re one week away from Election Day and early voting is already underway. 

Make sure to get out there and VOTE and share this with your Spanish-speaking friends to help them find where I am on the ballot.

#VoteforCuomo",Andrew Cuomo
"The Sliwa surge is real and the polls aren’t capturing the reality on the ground. 

New Yorkers stand firm: You don’t have to choose between the architect and the apprentice.

Vote for Curtis Sliwa to save our city!",Curtis Sliwa
"The children are our future. They deserve schools that work. NYC spends $41 billion a year, yet truancy is rising, mental health needs are growing, and most students aren’t reading or doing math at grade level. Teachers are spending their own money to fill the gaps. It’s time for",Curtis Sliwa
Smash that single day record.,Zohran Mamdani
"Honored to earn the endorsement of the , a leading voice for NYC’s Asian American communities across all 5 boroughs

We share the same priorities: safe streets, excellent schools, thriving small businesses, and dignity for our seniors.",Andrew Cuomo
"Follow Deafies for Zohran on IG: 

And sign up to canvass: ",Zohran Mamdani
"As I said tonight  , you need to respect all cultures in New York City.  Columbus is a symbol for pride for the Italian people that transcends the person. They have a word for this disgraceful disregard for their traditions. It’s disgraziata.”Take it down.""",Andrew Cuomo
Let’s get it done!,Curtis Sliwa
"I’ll help working people stay here. My housing plan will make NYC fair and affordable starting day one:

✅ Repeal the City of Yes and give zoning power back to local communities.

✅ Restore over 28,000 vacant rent-controlled apartments by cutting red tape.

✅ Incentivize",Curtis Sliwa
 x.com/zohrankmamdani…,Zohran Mamdani
"What a pleasure visiting the Tilden Senior Center! Each crowd is more energetic than the next, and you can feel it, the buzz in this city is high with hope that we can WIN this New York City!

Tomorrow is Election Day: #VoteforCuomo 🗽",Andrew Cuomo
"The scariest thing this Halloween… is that a vote for Sliwa is a vote for Mamdani

#VoteforCuomo",Andrew Cuomo
"Parts of Brooklyn, Queens + The Bronx are under a flash flood warning. Heavy rain and wind is creating dangerous conditions — please be careful as you move about the city.

Check  for updates (and sign up for alerts), and report outages or other conditions to .Flash Flood Warning continues for Brooklyn NY, Queens NY and  The Bronx NY until 5:30 PM EDT",Zohran Mamdani
"The other candidates play games. I’m in the streets and subways fixing the real issues.

I am the Public Safety candidate, and on November 4th, we will make NYC safe.",Curtis Sliwa
"Register to play as a neighborhood team or just come hang in the bleachers, watch the games, and enjoy a day of borough pride and community. 

The goal remains the same: a city we can afford. ",Zohran Mamdani
". wants to evict the Elizabeth Street Garden -- that is a mistake.

The Elizabeth Street Garden is one of NYC’s most cherished treasures, a green oasis in the middle of a concrete neighborhood that has brought joy, education, and community to residents, especially",Andrew Cuomo
"In so many ways, the vibrancy of our city can be judged by the health of our bodegas.

That’s why I’m so proud to be in the Bronx this morning to accept the endorsement of the United Bodegas of America.",Zohran Mamdani
It’s pronounced cyclist.,Zohran Mamdani
"Staten Island commuters are tired of delays, cancellations, and uncertainty. The SIM4C needs more trips, no more missed runs, and service Staten Islanders can actually rely on.

As Mayor, I will work with Congresswoman Nicole Malliotakis, State Senator Andrew Lanza, Assemblyman",Curtis Sliwa
,Zohran Mamdani
"You have precisely 24 HOURS LEFT to send in your most dazzling, preposterous, stately and/or transcendent I Registered to Vote for Zohran"" sticker designs to We want YOU to help us register thousands of New Yorkers to vote by redesigning the iconic I VOTED sticker.",Zohran Mamdani
Nope,Curtis Sliwa
"For those in NYC being pushed out by costs, living in fear, or struggling to make ends meet, I’m fighting for YOU. Cuomo failed, victimized us, and made our city unsafe. Mamdani would make it worse. Real leadership puts working people first. Let’s save our city for those who",Curtis Sliwa
Thank you  for your words and supportOur enemies have always tried to divide us. I ask our allies to please heed my father's warning.  Put aside blind party loyalty and protest votes. VOTE for @andrewcuomo.,Andrew Cuomo
"Honored to attend the annual Columbus Circle wreath laying ceremony with my wife Nancy. This tradition celebrates Christopher Columbus and Italian American heritage. Beautifully organized by the Columbus Citizens Foundation, the NYPD Columbia Association, and the National Council",Curtis Sliwa
"It's absurd that in a modern city, our buses crawl at less than 5 mph.

We'll make them fast and free.",Zohran Mamdani
"I’m joined by Team Sliwa at the San Gennaro Festival enjoying the people, the music, and the energy of Little Italy 🇮🇹! We come every year and love it. Get involved 👉 ",Curtis Sliwa
"I’m grateful for support from leaders across the political spectrum who share one goal: restoring unity and strength to New York City.

This campaign isn’t about left or right — it’s about what’s right for New Yorkers.

#VoteforCuomo #NYCStrong #UnitedForNYThanks @HikindDov and @InnaVernikov for bravely endorsing @andrewcuomo and fighting to save NYC.  @ChairmanEdCox and @NMalliotakis, if you can't do that, can you channel @AndrewYang and give NYC Rs your blessing to vote Ind. and beat Mamdani?  cc @megynkelly who got this right x.com/AndrewYang/sta…",Andrew Cuomo
#4 👍,Zohran Mamdani
?? What the hell is this? Zohran and Cuomo both support the Buffalo Bills? Real New Yorkers support the Jets or the Giants! I’ve been a Giants fan for years through the good times and the bad. I’m the only real New Yorker in this race. Who are these frauds?,Curtis Sliwa
"No better place to launch a final canvass before Election Day than back home in Astoria. 

I'm truly in awe at the determination and spirit of the tens of thousands of volunteers who have powered this campaign.

One final push tomorrow.",Zohran Mamdani
"I have a major campaign announcement, one that I believe will be of interest to all outlets- today, I’m proud to say to that I agree with Bill De Blasio. 

We agree that the do-nothing, no-show assemblyman ’s signature campaign promise…can’t actually be enacted.Can Mamdani demand the Rent Guidelines Board freeze the rent for four years? He's former mayor Bill de Blasio's opinion. https://
nyeditorialboard.substack.com/p/bill-de-blas
io-interview-transcript?utm_source=post-email-title&publication_id=3498939&post_id=174208616&utm_campaign=email-post-title&isFreemail=false&r=4q1xm&triedRedirect=true&utm_medium=email
…",Andrew Cuomo
"Staten Island’s Albanian Muslim community has always been a force for entrepreneurship and service. 

I’m grateful I got to meet with local leaders about how my administration plans to support small businesses and give every community a real seat at the table.",Zohran Mamdani
“What good is a free bus if it’s a slow bus?” Mr. Mamdani said. “That’s why we are also fighting to make these buses fast.”,Zohran Mamdani
"The Big Fall Canvass continues on this gorgeous Sunday across the five boroughs.

Every door you knock, every conversation you start, every palm card you hand to a neighbor gets us one step closer to winning a city we can afford.

See you out there.",Zohran Mamdani
(You can still register for the November election by October 25: ),Zohran Mamdani
".@andrewcuomo charges Mamdani stokes the flames of hatred against Jewish people.""",Curtis Sliwa
"Thank you The Jewish Post for the endorsement 🙏🏻

🗳️ Early voting is underway, have you voted yet?

Check the link in my bio to find your nearest polling site and make your voice heard.

#VoteforCuomo",Andrew Cuomo
"Trump called me a bad Democrat?
No I’m a good Democrat.
A proud Democrat. 

Because when I lead, I protect our values and our people.

ICE and the National Guard coming into New York City under my watch? Never.

It didn’t happen when I was Governor and it won’t happen when I’m",Andrew Cuomo
"Thank you NYC! We have momentum. Let’s win this!.@NYCMayor again denied matching funds by the @NYCCFB at their meeting this morning 

His competitors, on the other hand, cleaned up:

Cuomo got $490k
Mamdani got $1.92M
Sliwa got $1.4M
Walden got $35k",Curtis Sliwa
,Andrew Cuomo
"Tell me what candidate get it done… not just talk about it?

I will END this hate that is tearing this city apart. This is not who we are as New Yorkers.

#VoteforCuomo #SayNoToZo",Andrew Cuomo
"Thank you ! 

I’m grateful for the Governor's support in unifying our party, her resolve in standing up to Trump, and her focus on making New York affordable. I look forward to the great work we will accomplish together.

Our movement is only growing stronger.New York City deserves a mayor who will stand up to Donald Trump and make life more affordable for New Yorkers. 

That’s @ZohranKMamdani. https://
nytimes.com/2025/09/14/opi
nion/hochul-endorsement-mamdani.html
…",Zohran Mamdani
"Out in Manhattan with Team Sliwa, making sure everyone has a plan to vote on Election Day! We were lucky to meet a wonderfully talented supporter who truly warmed our hearts. I’m so honored to have your support 👏",Curtis Sliwa
New Yorkers wouldn’t hire  to work at their businesses…so what makes anyone think he’s qualified to run NYC?,Andrew Cuomo
"Cuomo will lose. We will win. Look how hard the elite is working to silence us. It’s despicable. 

He’s bought and paid for by the same elite political machine that caused the decline we see every day. New Yorkers do not vote for the past. We do not vote for the people who gave",Curtis Sliwa
"New York needs a mayor who will bring law and order, slash taxes, and keep taxpayers from fleeing. 

Let’s take back our city! 

",Curtis Sliwa
"Back at the Mount Loretto Staten Island Festival celebrating Italian culture and the pride of this community. Staten Island will no longer be ignored. As mayor I’ll make sure you get faster buses, reliable city services, cleaner streets, lower taxes, and real opportunities so",Curtis Sliwa
"All day, every day, everywhere.",Zohran Mamdani
We are out on Steinway Street in Zohran’s district and so many people are asking the same thing: where is Zohran? They never see him. He is an absentee assemblyman and he will be an absentee mayor. You deserve a mayor who shows up and fights for you every single day. It is time,Curtis Sliwa
"🐾 Pups for Sliwa! I’ll protect pets and all people. NYC animals deserve a safe, clean, and caring city — just like we do.

You can vote for me on the Republican or Protect Animals Independent Line! 🗳️

Make your plan to vote and let’s win this together!",Curtis Sliwa
Stay tuned #BachelorNation 🌹,Zohran Mamdani
"Grateful to have the endorsement of the United Clergy Coalition—representing more than 150 congregations across NYC

Faith leaders have always been at the heart of our city’s progress. Together, we’ll build a safer, fairer, and more hopeful New York for all.

#FightAndDeliver",Andrew Cuomo
"I was proud to stand with Senate Majority Leader  in front of Amsterdam Houses on the Upper West Side, where her story began. 

With the support of all three top leaders in Albany, there is so much we can achieve together.",Zohran Mamdani
"Question: If there was a ranked choice election, how would you vote?

Mamdani: Myself number one, Curtis number two

Sliwa: Please don’t be glazing me here Zohran. Are you kidding?",Curtis Sliwa
"From Bay Ridge to the Bronx, union members have been knocking on doors to spread the word about our campaign and its vision to make this city work for working people. I'm so grateful for their support.Bay Ridge stand up! NY’s unions are hitting the pavement to support Zohran Mamdani for NYC Mayor
Let’s go! #NYCLaborVotes #1u",Zohran Mamdani
"One guy I canvassed tonight was “just tuning in now” and hadn’t heard about Zohran. Another guy had just heard about Zohran last night when he “saw him on YouTube.” I know we all live and breathe this, but most people don’t, and that’s exactly why we all need to be canvassing",Zohran Mamdani
"Council Member  is a lifelong Democrat and one of the few common sense voices left in city government. He has seen the corruption, the scandals, and the rise of socialism up close, and he has had enough.

Bob said it best: New Yorkers deserve affordability, safety,",Curtis Sliwa
Enjoying the Yankee game with my wife Nancy ! Go Yankees!,Curtis Sliwa
I waited for it. Good answer,Curtis Sliwa
"Just like life, government is in the doing.  Let’s do better by New York City together! 

Make sure to early vote by Sunday, November 2nd, or make it to the polls on Tuesday, November 4th. Find me on the Fight and Deliver line, and find your poll site at .",Andrew Cuomo
"Congratulations and thank you to everyone who participated in Sunday's Inaugural Cost of Living Classic — co-hosted by  — and especially to our esteemed winners:

⚽️ Soccer Lovers of Bushwick (casual)
⚽️ Hellas-toria FC (competitive) 

What a day.",Zohran Mamdani
"I'm so grateful to , State Committeewoman Vic Lee, State Committeeman Wei-Li Tjong,  president  and members of  for joining me on yesterday's community walk of Manhattan's Chinatown.",Zohran Mamdani
"City Hall can help landlords deal with the rising cost of insurance, utilities and a broken property tax system.

But we will not pad their profits by crushing tenants in rent-stabilized homes. We will freeze the rent.",Zohran Mamdani
"Happy 94th birthday to my mom, New York’s forever First Lady, Matilda Cuomo.

She’s been the heart and soul of our family from day one: strong, loving, and always keeping us grounded. 

We love you, Mom. Happy birthday.",Andrew Cuomo
,Zohran Mamdani
Not going anywhere.,Curtis Sliwa
,Zohran Mamdani
"I've already said it. The others are responsible for this mess, and I’ll clean it up.",Curtis Sliwa
Sign up for a weekly canvass or phonebank.,Zohran Mamdani
"The heart of a rich and vibrant culture, Harlem never disappoints. It was great to be a part of the East Harlem Giglio festival.

Nothing but love for this city and all 350 of our neighborhoods!",Curtis Sliwa
"Today’s heavy rain is a reminder that New York must always be prepared for the unexpected.

From Hurricanes Sandy, Irene, and Lee to supporting Puerto Rico after devastating storms and earthquakes, Team Cuomo has led through some of the most severe weather emergencies in modern",Andrew Cuomo
Fr,Curtis Sliwa
"Many sex workers are abused and exploited, often in neighborhoods the city has neglected. Families should not have to worry about this on their streets and children should not be exposed to it. I will end this. I will go after the people who are fueling it and protect theToday on GDNY . @rosannascotto asked NYC mayoral candidate Zohran Mamdani if he was pro decriminalizing prostitution.

After a word salad and Rosanna holding firm , Zohran admits he's in support of decriminalizing prostitution throughout NYC.",Curtis Sliwa
"My sincere thanks to Rabbi Shalom Landau for inviting me into his beautiful Sukkah in Williamsburg yesterday, and to Rabbi Moshe Indig for arranging such a joyous event with Comptroller Lander, DA Eric Gonzalez, community leaders and friends.",Zohran Mamdani
"Happy Birthday to a proud son of Brooklyn and the man who inspired so many of us, .",Zohran Mamdani
I’ll hit ya up,Curtis Sliwa
"While out in Far Rockaway, I walked over to Rockaway Beach — not a lifeguard in sight. This is a crisis the city has ignored for far too long. 

So I did my civic duty, dusted off my old lifeguard skills, and kept watch while New Yorkers enjoyed the beach.",Curtis Sliwa
"Disturbing news out of Utah Valley University. 

While details and motivations are still unknown, my prayers are with Charlie Kirk, the students, and all impacted. 

Political violence is becoming too common, and too often celebrated. It must be universally condemned by everyone,",Andrew Cuomo
" +  collab in Washington Heights this past weekendThe Uptown crew of CWA + @nynurses knocking on doors this morning in Washington Heights, NYC for @ZohranKMamdani for NYC Mayor!",Zohran Mamdani
"Vote Now: 

Canvass + Phonebank:",Zohran Mamdani
,Zohran Mamdani
"🚨 Check out our first TV ad! Nancy knows what’s at stake, like all New Yorkers do. 

Women have been ignored for far too long.

I’m in it to win it and together we will save this city.

",Curtis Sliwa
"My father was a Merchant Marine, and my family knew full well how important it was to have strong and reliable medical coverage. 

That’s why I stand shoulder to shoulder with our NYC retirees, and with the NYC Organization of Public Service Retirees, and I pledge to have their",Curtis Sliwa
"The ‘City of Yes’ is a City of Insanity. 

They want to drop Chernobyl-style lithium ion battery plants in the middle of our neighborhoods. These ticking time bombs don’t belong anywhere near families, schools or homes. 

I’m the ONLY candidate for mayor standing up against this",Curtis Sliwa
,Zohran Mamdani
"Honored to have the support — let’s get out the vote, NYC!

Polls are open until 5pm - make your voice heard!",Andrew Cuomo
"It was lovely to visit the Marble Hill Community Center in the Bronx today with my friend , and meet the wonderful seniors and staff who make it such a special place.",Zohran Mamdani
And the halfway through the marathon of door knocking.,Zohran Mamdani
,Andrew Cuomo
"It’s a truly vibrant community center that offers so much to elders and their families. 

Grateful to be joined by ,  and .",Zohran Mamdani
"Courage is resistance to fear."" - """,Zohran Mamdani
"What used to be a place of joy or simple routine check-ins has become a horror house of fear and separation under this federal government.

As someone who would be the first immigrant Mayor in generations, I refuse to stand for it.",Zohran Mamdani
"🤷‍♂️Curtis is just, like, running a normal campaign. x.com/CurtisSliwa/st…",Curtis Sliwa
"Thanks  for hosting me at your summer soirée in Rosedale. As Mayor, I’ll protect families in Southeast Queens from displacement and fight for a safe, affordable city. You deserve a leader who will improve your quality of life—join us today: ",Curtis Sliwa
I agree,Curtis Sliwa
Read more about the Department of Community Safety.,Zohran Mamdani
"Fake, stop electioneering or you will be held liable. Stop silencing us! This race is not over 💪",Curtis Sliwa
Sign up to bring it home.,Zohran Mamdani
"24 years ago, New York faced its darkest day. 

We lost thousands of innocent lives, and the heroes who ran toward danger to save others, knowing they would likely not return. 

We remember them, we honor them, and we continue to stand with the survivors, families & first",Andrew Cuomo
"Rikers as it is today is a human-rights failure. And denial is not a life strategy

My plan: phase in modern facilities on Rikers, while turning the 4 borough jail sites into affordable housing & mixed-use developments

Read my plan in  here:",Andrew Cuomo
"Back at it in Whitestone mobilizing supporters with early voting starting in SIX days! 

I’m not backing down on those who deserve better. No one is pushing us out of this race. 

If you cut my veins I bleed New York, and I’ll never give up on this city. 

We’re in it to win!",Curtis Sliwa
"A few days after the presidential election one year ago, we went to Fordham Road in the Bronx.

It was a little different last week.",Zohran Mamdani
"Congratulations to Time Television and Bangla Patrika, who jointly celebrated their anniversaries in Astoria last night. I'm so grateful for their work to elevate the experiences of Bangladeshi New Yorkers in a media landscape where they’re too often ignored.",Zohran Mamdani
"From Park Hill to the Wu-Wall, the creativity and resilience of Shaolin Island built a movement that changed culture. I felt that same spirit today with local artists, faith leaders, Liberian entrepreneurs, and the legendary Chef Shaw-Nae Dixon + Mitchell “Divine” Diggs.",Zohran Mamdani
One year ago tonight.,Zohran Mamdani
"Back where I belong, in the subways with the people. 

Let’s save our city!

",Curtis Sliwa
"This afternoon, I sat with Palestinian New Yorkers in Astoria and listened to what they and their families have endured as the genocide in Gaza continues, funded by our government. 

In the face of immeasurable grief, they have showed unbreakable resilience.",Zohran Mamdani
My name is Zehran Mamdani and I'm nominating myself to be the new mayor of New York City.,Zohran Mamdani
An honor to attend Jummah prayers today at Dar Al-Taqwa Islamic Center in Flushing.,Zohran Mamdani
,Curtis Sliwa
👍,Curtis Sliwa
"I'm so grateful to , State Committeewoman Vic Lee, State Committeeman Wei-Li Tjong,  president  and members of @CAAVVoice for joining me on yesterday's community walk of Manhattan's Chinatown.",Zohran Mamdani
Shared a meal with  at Hyderabadi Zaiqa last night.,Zohran Mamdani
"Cornerstone?  I don’t know what he thinks he’s building, but it’s going to crumble since he wants to defund the police, dismantle the Strategic Response Group, & send civilians to respond to domestic violence calls“Public safety will be the cornerstone of delivering our affordability agenda,” @ZohranKMamdani says on MSNBC.",Andrew Cuomo
"Jamaica isn’t just an island it’s home to thousands of New Yorkers with deep roots and family ties. Our hearts and prayers are with the people of Jamaica today as they brace for Hurricane Melissa

From Queens to Kingston, our communities are connected by culture, faith, and",Andrew Cuomo
,Zohran Mamdani
,Curtis Sliwa
"Cuomo made our city unsafe, victimized New Yorkers, and resigned in disgrace. He’s dangerous. Mamdani is proudly anti-police, during a public safety crisis. Your vote matters more than ever. I’m the only candidate who will make this city safe, and I have a real plan to do it:",Curtis Sliwa
"If you want a Mayor who tells you everything that he can't do, Andrew Cuomo should be your choice.

But if you want a Mayor who will use every tool at their disposal to lower the cost of living, I am the candidate for you.",Zohran Mamdani
It's bing bong season.,Zohran Mamdani
"Young people come to New York to study, move here, and build a life here. But when they get a job in NYC, they see nearly 4% of their income taken away, not including NYS income tax, all while paying student loans, sharing apartments, and spending a lot to enjoy the city. We want",Curtis Sliwa
,Zohran Mamdani
"Saul Zabar was a true New York original. For generations, Zabar’s has been a piece of the Upper West Side and a part of New York’s soul. Nancy and I live nearby and know what it means to this community. 

Our condolences to his family and all who loved him.Saul Zabar, longtime face of iconic Upper West Side grocery store, dies at 97 https://
abc7ny.com/post/saul-zaba
r-longtime-face-iconic-upper-west-side-grocery-store-zabars-dies-97-nyc/17958410/?ex_cid=TA_WABC_TW&taid=68e56599f06f840001b49493&utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=twitter
…",Curtis Sliwa
Who wears it better?,Curtis Sliwa
Good to be out in Far Rockaway today!,Curtis Sliwa
"Overcrowded cells. Unsanitary conditions. Limited access to food and water.

These are the inhumane conditions that ICE has created at 26 Federal Plaza, which eleven of my elected colleagues sought to inspect today. 

Instead, they were arrested. They must be released right now.BREAKING: Eleven NY city and state elected officials were just arrested by Department of Homeland Security officers.

That's after they demanded to inspect ICE holding rooms at 26 Federal Plaza and refused to leave until they were granted entry.",Zohran Mamdani
"When Tish James walks into a courthouse tomorrow — the target of a political prosecution demanded by a President obsessed with revenge — she does not walk in alone.

New York has her back.

Grateful to Gov.  for bringing us together tonight.",Zohran Mamdani
"Today, there is reason for hope. After two long and brutally painful years since the terror attack of October 7, we may finally be nearing a turning point toward peace and change in the Middle East. 

My prayers are with every family that has suffered through this humanitarian",Andrew Cuomo
Thank you from the bottom of my heart,Andrew Cuomo
From what?,Curtis Sliwa
"Trump can't deliver the lower costs he promised. All he has is cruelty and revenge.

Cuomo is unable to confront him because they share the same billionaire donors. Just look at his statement last night.

I will stand up for this city and with our Attorney General.",Zohran Mamdani
🎶“I’m Just A Shill” (FT. Zohran),Andrew Cuomo
5 weeks until Election Day - join the team and let’s build a new NYC together 💪,Andrew Cuomo
"We can't stop now. 

Sign up for six more shifts over the next six weeks to get us over the finish line.",Zohran Mamdani
"Nope, you’re ignoring the reality in NYC- NYPD are the best of the best in law enforcement. They save lives, but are disgraced time and time again. Cuomo started it, Mamdani will be worse. My two despicable opponents on the stage are responsible for defunding them, and removed",Curtis Sliwa
"Shanah Tovah to all celebrating Rosh Hashanah.

The Jewish New Year is a time of reflection, renewal, and hope. As families gather to share traditions, we are reminded of the importance of community, faith, and resilience.

Shanah Tovah - means the next year should be a good",Andrew Cuomo
Ok,Curtis Sliwa
"Will the real  please stand up?

With just over 7 weeks to go until election day, Zohran Mamdani has embarked on his flip-flopping apology tour, saying anything to get elected. New Yorkers have absolutely no idea who he is or what he stands for, unless it’s on hisNEWS: Zohran Mamdani said on Thursday that he intended to apologize for comments he made in 2020 calling the New York Police Department “racist, anti-queer & a major threat to public safety.”

@NYTimesCramer 
https://
nytimes.com/2025/09/11/nyr
egion/mamdani-police-apology-floyd.html
…",Andrew Cuomo
Cuomo. Lost. To Mamdani. Despite spending millions more. Repeat after me.,Curtis Sliwa
"THANK YOU NYC 🙏🔥 We are powered by people not the political elite. While my opponents rely on insiders and special interests, our movement is fueled by YOU, the hardworking New Yorkers who keep this city alive 💪 We have the most donors who actually live in NYC, more than any",Curtis Sliwa
But only if you canvass.,Zohran Mamdani
,Curtis Sliwa
"Not sure you have the relationships in the community you think you do, .  Those who find out about you, want nothing to do with you.I am ready to be that “Southeast Asian” who beats Cuomo (again) x.com/JCColtin/statu…",Andrew Cuomo
,Curtis Sliwa
"Praying for the  detective shot today while protecting New Yorkers. 

We’ll always have the backs of our cops and wish him a full and speedy recovery.BREAKING: New York City police officer was reportedly shot in Queens on Friday morning, according to law enforcement sources. The incident was reported around 9 a.m. near 22nd Road and the Whitestone Expressway. The officer sustained gunshot wounds to the arm and leg, though",Curtis Sliwa
Another big endorsement for @andrewcuomo.  And it only cost $959 million in tax breaks.,Zohran Mamdani
Jackson Heights,Zohran Mamdani
"Started SOMOS Day 2 congratulating El San Juan Local 610 workers on winning their fair contract — proud to stand with  in the fights at home and across the country. Then, breakfast with Latino nonprofit, small business leaders, and electeds including  and",Zohran Mamdani
"The volunteers and I are ready to march in the West Indian Day Parade. 

Proud to celebrate Caribbean culture and stand with our community.",Curtis Sliwa
"New York, the vibes are high today here in Harlem with the Cuomobile, making sure everyone gets out and votes!

#VoteforCuomo",Andrew Cuomo
Propaganda.,Curtis Sliwa
"I visited the Ohel of the Lubavitcher Rebbe, Rabbi Menachem Mendel Schneerson, this morning in honor of the New Year. I have fond memories of the Rebbe. 

He once told my father, “Double the effort, double the blessing.” 

This year, I plan to do just that.

L’Shana Tova",Andrew Cuomo
Team Sliwa never stops. We’re here in Greenwich Village greeting New Yorkers at the annual Village Halloween Parade! We are here every year! Halloween is my wife Nancy’s favorite holiday! Have fun and stay safe — but make sure you VOTE EARLY this weekend. New York’s future is on,Curtis Sliwa
"NYC is too expensive to live in while city agencies fail to do their jobs. Trash piles up, potholes sit for months, and response times are unacceptable. As Mayor, I’ll make DSNY, DOT, and Parks effective for working people by keeping neighborhoods clean and livable. My plan:",Curtis Sliwa
Astoria with !,Zohran Mamdani
"Five days ago, an ICE agent shoved a woman asking questions about the detention of her husband. 

Today they attacked journalists from  and .

We cannot accept or normalize what has now become routine violence at 26 Federal Plaza. It has no place in our city.",Zohran Mamdani
"Let’s get back to the basics.

I have your back, New York.

Always have. Always will. #nycdebate",Curtis Sliwa
"One term mayor Eric Adams, the snake and liar’s lap dog, suddenly found his voice. Cute.

If he wasn’t a failed, scandal ridden mayor we wouldn’t even have Mamdani in this race. Now his handlers have him shilling for Cuomo to boost Mamdani. Pathetic.

When Cuomo loses, maybe Eric",Curtis Sliwa
Confident but never complacent:,Zohran Mamdani
You’re a bot bye,Curtis Sliwa
Bushwick,Zohran Mamdani
No longer should we think about our political process as settling for the lesser of two evils. We can demand a greater good. ,Zohran Mamdani
I’m fighting for Eric Adams’ voters. Andrew Cuomo is fighting for his donors.,Zohran Mamdani
"Just disgusting.Cuomo, talking to conservative radio host Sid Rosenberg this morning:

God forbid",Zohran Mamdani
"Today I stood with Councilman , author of Priscilla’s Law, and with the family of Theresa Valenti of Maspeth at Flushing Avenue, where she was struck and killed by a speeding e-bike after stepping off a bus. 

New Yorkers deserve safe sidewalks and bus stops. 

We",Curtis Sliwa
"New Yorkers know Attorney General James for who she is: a champion for justice who fights relentlessly for the people. Donald Trump knows her only as an obstacle to his corruption.

No one should be surprised that Donald Trump is employing fascist tactics—prosecuting hisThis is nothing more than a continuation of the president’s desperate weaponization of our justice system.

I am not fearful — I am fearless. 

We will fight these baseless charges aggressively, and my office will continue to fiercely protect New Yorkers and their rights.",Zohran Mamdani
Good idea,Curtis Sliwa
"Great afternoon serving as Grand Marshal of the Korean Day Parade, a celebration of culture, pride, & community that is part of the very fabric of New York.

The Korean American community has always embodied the values of hard work, family, and service that strengthen our city.",Andrew Cuomo
"The biggest sporting event in the world is happening in our backyard. But most New Yorkers will be priced out of watching it live.

Sign our petition calling on  to put game over greed.",Zohran Mamdani
A vote for Cuomo is a vote for Mamdani. New York Democrat voters rejected him. 70% did not even rank him. He would not reform the city like we would starting Day 1. He would lose every primary going forward in NYC as he’s hated for what he did to public safety in NYC. Democrats,Curtis Sliwa
"This Labor Day we honor all who work hard to keep NYC alive, from blue collar to white collar, first responders and working-class families. 

Under a Sliwa administration we’ll slash taxes, improve quality of life, make our city affordable and keep our streets, parks and subways",Curtis Sliwa
"It would cost roughly $700 million to make the nation's slowest buses fast and free.

And it would generate more than double that in economic benefits for our city.",Zohran Mamdani
"The video:Still haven’t registered to vote? 

Do it right now!",Zohran Mamdani
👏Let’s win this,Curtis Sliwa
"Thank you Flushing🫶👏! Your energy and support mean everything. 

I will always have your back and fight for safer streets, affordable living, and a city that works for you.

Early voting is open and I need your vote now more than ever. Let’s win this together.

Find your poll",Curtis Sliwa
"In the late 1990s, 125th Street & Lexington Avenue saw historic economic growth and investment.

Just 25 years later, failed city and state leadership has all but fully reversed that progress.

It’s time to get back on track.

",Curtis Sliwa
Never have. Never will.THANK YOU for never giving up on NY!!,Curtis Sliwa
"Every New Yorker deserves to feel safe on the subway and on the streets. My plan puts more officers in the stations, cracks down on crime, and protects commuters day and night. Read more: ",Curtis Sliwa
"I’m in this race to win it. 

I love New York City too much to walk away, and I’ll never abandon it. Thank you to New Yorkers for the outpouring of support. 

The momentum is on our side and together we’re going to take this city back.GOP nominee Curtis Sliwa won’t bow to pressure to drop out of NYC mayoral race as he rakes in $3.4M in campaign funds https://
trib.al/Hd5uk3R",Curtis Sliwa
"I am deeply grateful to  for his support & for his decision to put the future of NY ahead of personal ambition. Jim's endorsement is a testament to the urgency of this election & the need for experienced leadership to keep NY safe, affordable & strong.My endorsement of @andrewcuomo below. He is the best candidate. And he is the only one who can beat @ZohranKMamdani.  He is the man for the moment. Please put your disagreements with him aside. I have mine too. In fairness, he did many great things as Governor and Attorney x.com/bern_hogan/sta…",Andrew Cuomo
"5 boroughs in 12 hours, the momentum for our campaign is exploding! We will not let you down. As Mayor, I will deliver safety, affordability and quality of life to the hard working people of our city. Never forget, you power this city, you deserve better. Thank you for fighting",Curtis Sliwa
"This morning I had the honor of joining Pastor Thornton and the Salem Missionary Baptist Church family in Brooklyn.

We talked about the challenges facing our city—violence, affordability, and the threats coming out of Washington—but also about the strength and resilience that",Andrew Cuomo
Today I took questions from more than a dozen South Asian news outlets and spoke about our agenda to make this city affordable for each and every New Yorker.,Zohran Mamdani
